target,prediction,residual
185.46196782732068,195.61253428816522,-10.150566460844544
232.27588972382793,230.32821341328764,1.9476763105402881
201.31887652863583,208.83851480288408,-7.519638274248251
412.15080657869237,402.5670033131297,9.583803265562665
406.4366575489761,420.40868153491294,-13.972023985936858
154.80292885865515,154.13452760918884,0.6684012494663136
304.1779463991369,317.62482218047035,-13.44687578133346
188.66740487718738,158.35716644106202,30.31023843612536
155.7473142925519,173.867795375652,-18.120481083100117
190.72597526161127,176.49085391394226,14.235121347669008
342.58982444453045,334.5384689922879,8.051355452242547
202.43523060449104,199.80596323578055,2.6292673687104866
265.90374298897586,258.6433302432471,7.260412745728786
139.8504230626566,148.2979459619436,-8.447522899287009
260.74505073052995,276.34569907939357,-15.600648348863615
232.5495260993809,218.54277337985997,14.006752719520932
351.89337355448447,352.99095298047587,-1.0975794259913982
426.7595409223009,415.87766553709895,10.881875385201965
282.5723393849139,275.07846351864134,7.49387586627256
215.2776774356235,206.096286663124,9.181390772499498
403.9515097369348,401.15044652007964,2.801063216855141
396.4808543423502,376.59934533067116,19.881509011679043
185.02663887319108,186.79211187521412,-1.7654730020230431
420.4186570502042,419.70677375387345,0.7118832963307682
251.2109998903988,247.23882657399136,3.972173316407435
196.10080917780266,210.45637946265808,-14.355570284855418
379.9638884790297,403.26065445245416,-23.296765973424442
352.49086782469806,360.68209606291833,-8.191228238220276
417.4481829564383,398.3636322263927,19.084550730045578
206.02020349280173,198.08968494893207,7.930518543869653
272.6845256882931,262.3087228367755,10.37580285151762
169.80972883947157,182.88431520663667,-13.074586367165097
464.60798751558497,467.71018415094153,-3.102196635356563
474.0178545568875,485.0151755899445,-10.997321033056949
428.145026066553,445.716726028648,-17.57169996209501
451.9249255049533,459.8983809231231,-7.973455418169806
526.1298592463877,515.5230521684794,10.606807077908343
240.62488656930515,238.63135645590168,1.993530113403466
350.58207570843837,335.82088502816765,14.761190680270715
443.19710996974493,426.72033543379223,16.4767745359527
317.22077926058535,300.8389434670769,16.381835793508458
301.2412695787173,287.52958212610406,13.711687452613262
293.9323763441507,289.9905622872447,3.9418140569060256
383.1247191735976,397.21615365159147,-14.091434477993857
270.1119376693531,286.67772289533764,-16.56578522598454
385.64377919403256,389.5435174660078,-3.8997382719752522
401.5461288600352,427.6156214989356,-26.069492638900385
478.19550004151665,472.78997321440823,5.405526827108417
240.560285092206,227.25573995153073,13.304545140675259
516.0800975852943,517.1355868965256,-1.0554893112313266
446.9545043015301,460.53250762113623,-13.578003319606125
367.9908744823253,362.1465148002476,5.844359682077709
501.87749439055233,478.6310520128899,23.246442377662447
387.48094092110927,384.7256873406947,2.7552535804145464
463.09457835914714,457.13568782668204,5.958890532465091
449.40802554877104,444.05318348273784,5.3548420660332
295.3045736975582,311.2623587573635,-15.957785059805246
459.5010445102584,472.4899680201908,-12.98892350993242
183.89220116909556,172.2688386787178,11.623362490377758
338.1056500427395,340.7193663717258,-2.6137163289862997
431.7942952469834,420.78252008002283,11.011775166960547
303.4716586554831,281.999399437205,21.47225921827811
327.9383418165949,343.7710038442034,-15.832662027608478
296.1350497687953,271.0594504247445,25.075599344050772
417.3111256539496,438.98679648517447,-21.675670831224863
386.8476511042628,382.87036403614496,3.977287068117846
477.2462479234236,485.0673210889174,-7.821073165493829
310.9781782149969,300.02197002248965,10.956208192507233
170.80210507102547,169.73507766629163,1.0670274047338353
198.97745626915295,182.50279799647785,16.4746582726751
337.07459303735425,347.37368639527364,-10.29909335791939
479.5673469598097,485.87582404897114,-6.308477089161443
346.09856470474557,346.1911289062768,-0.0925642015312178
460.70435077243746,463.5985437744156,-2.894193001978124
403.00087173914085,399.59167031899005,3.4092014201507936
476.46155824116425,480.62994376532646,-4.168385524162204
213.7847058208737,211.392715004217,2.3919908166567154
320.5864851141041,311.52977374146803,9.056711372636073
205.08222791846248,209.49247749610714,-4.410249577644663
401.86246879268384,404.50934328409045,-2.6468744914066065
201.65773833237512,186.454970036978,15.202768295397107
443.6716715891475,460.3653454883088,-16.693673899161297
360.5041141339654,375.955096759777,-15.450982625811605
250.76247808130103,235.69532846255555,15.067149618745475
312.9199384535377,321.45470011855946,-8.534761665021733
201.10963356309483,200.85856172235424,0.2510718407405932
472.54719056835415,492.5012467442684,-19.954056175914275
157.13524704872452,150.14328991857428,6.99195713015024
237.73363260077443,223.11672528793457,14.616907312839857
450.8005822825873,456.83555553398276,-6.034973251395456
490.0104883720202,485.82045609172036,4.190032280299818
211.26065295394721,215.38491234478477,-4.124259390837551
197.3939191399494,194.51117688614394,2.8827422538054464
439.78869783173445,448.6840569629504,-8.895359131215969
437.50742387752996,437.2497517121632,0.2576721653667846
248.01047942857468,244.65039093562478,3.360088492949899
429.17035200924573,429.1338305748729,0.03652143437284394
267.7538650211315,257.9977068756735,9.756158145458016
417.31841963965377,411.1045735506181,6.2138460890356555
257.2676301835229,250.57948211793783,6.688148065585068
