label,score,flagged
0,0.4155053637325496,False
0,0.4129326938532507,False
0,0.3992519021729781,False
0,0.43149696350738276,False
0,0.44874204356172726,False
0,0.42102800034205534,False
0,0.4283701276083575,False
0,0.4084373394022567,False
0,0.40913582697013545,False
0,0.527998146225587,False
0,0.42387251481953986,False
0,0.42272590494264045,False
0,0.44457666135407997,False
0,0.44451150519221694,False
0,0.41295810121938437,False
0,0.563161748107551,False
0,0.5057732228651258,False
0,0.4144590228433339,False
0,0.4189962735661547,False
0,0.6212548696702234,False
0,0.45395263690121007,False
0,0.42115370362990284,False
0,0.4107194722550837,False
0,0.4756065028839492,False
0,0.4462829501356485,False
0,0.4307842823692735,False
0,0.5810055366663908,False
0,0.40533755923909776,False
0,0.4242332710757644,False
0,0.5370775655444138,False
0,0.44235667346276963,False
0,0.5397899628888027,False
0,0.5417569342863118,False
0,0.44459090896286846,False
0,0.5524213405053501,False
0,0.4253256425497103,False
0,0.5501538099362943,False
0,0.5524283730805226,False
0,0.4184931413776403,False
0,0.4054192843814875,False
0,0.529973541697118,False
0,0.45419714381458504,False
0,0.5597505993073695,False
0,0.4052962492233016,False
0,0.4479741985801861,False
0,0.48595823872627625,False
0,0.536482186391178,False
0,0.4331076608946157,False
0,0.4771758884317313,False
0,0.403216012162579,False
0,0.49176972700700444,False
0,0.4875873325252048,False
0,0.5199861300735662,False
0,0.474764092316287,False
0,0.42229648855902324,False
0,0.43045337784901944,False
0,0.5193731172595651,False
0,0.4318181186394985,False
0,0.5822398156543133,False
0,0.4294064946378881,False
0,0.4302896545587865,False
0,0.46022650388594144,False
0,0.4693991515881014,False
0,0.46863166556127517,False
0,0.5481146597112075,False
0,0.4685047845062376,False
0,0.44162905065422087,False
0,0.4559219975937926,False
0,0.5740646537256628,False
0,0.5631543526682983,False
0,0.43557463544924346,False
0,0.41089459088462266,False
0,0.41073715116345483,False
0,0.4099776871739557,False
0,0.4483202285694093,False
0,0.42713006132888887,False
0,0.5309224242695683,False
0,0.5967568888392154,False
0,0.4082441611955905,False
0,0.455771400476266,False
0,0.4214916568859613,False
0,0.5300988640652491,False
0,0.4382988772302668,False
0,0.5817848648722161,False
0,0.5212421614045676,False
0,0.5698789045857441,False
0,0.41265802763179205,False
0,0.4841904010886703,False
0,0.45464820231571945,False
0,0.510158413330834,False
0,0.43173389042905497,False
0,0.40719721486890076,False
0,0.6690143610432991,True
0,0.4374057105155349,False
0,0.5676201900476231,False
0,0.4300222181256649,False
0,0.43499371167799156,False
0,0.44891485444919255,False
0,0.4818940040648059,False
0,0.4269665183036795,False
0,0.41814087650793486,False
0,0.4250074496616765,False
0,0.5220066574611304,False
0,0.5061300277669265,False
0,0.43935796645698916,False
0,0.4928906990906756,False
0,0.44269463753302196,False
0,0.5075993000964723,False
0,0.413456795659915,False
0,0.42062211667986377,False
0,0.4960198950324096,False
0,0.4988554200596903,False
0,0.5096881860173296,False
0,0.4256026306625516,False
0,0.43649074127352494,False
0,0.4559873805063478,False
0,0.44001973935702066,False
0,0.43152401654864064,False
0,0.43164928126672264,False
0,0.5767517552449931,False
0,0.413680023404237,False
0,0.40930095264490773,False
0,0.4290616410839019,False
0,0.4154523086702753,False
0,0.4329575030970985,False
0,0.5053229809428565,False
0,0.41683753260455564,False
0,0.5064469474718006,False
0,0.4136225800127248,False
0,0.5832439831289057,False
0,0.4145294479454996,False
0,0.4468683079834714,False
0,0.4606413221000721,False
0,0.40756407795450933,False
0,0.5198505938649322,False
0,0.4138564990133611,False
0,0.46109595637181844,False
0,0.5483314583529743,False
0,0.5190641451746542,False
0,0.546550938031873,False
0,0.4946360076533718,False
0,0.40486500506882145,False
0,0.4164939602209444,False
0,0.42259824393491896,False
0,0.5128995840070389,False
0,0.5113941476736056,False
0,0.5240063297646901,False
0,0.4447411377901137,False
0,0.5004652871962145,False
0,0.4233014523424131,False
0,0.47498174469500637,False
0,0.4105117883697651,False
0,0.5924635400215448,False
0,0.4266744577610243,False
0,0.44128958822074627,False
0,0.4840667324061569,False
0,0.4056363026346183,False
0,0.542468353384893,False
0,0.45482545204654884,False
0,0.41533059740549966,False
0,0.4084953515352276,False
0,0.44860993558561874,False
0,0.47324387310941335,False
0,0.40957634143917226,False
0,0.47949483120828407,False
0,0.6482318591083006,True
0,0.4197237871492805,False
0,0.49049562462174223,False
0,0.425412140847547,False
0,0.4902079267789514,False
0,0.4092085569062731,False
0,0.4308612696396132,False
0,0.4024663688924943,False
0,0.4458327657561943,False
0,0.6378573538960264,False
0,0.5560651645918,False
0,0.4401828159689258,False
0,0.4061329149339533,False
0,0.43085079033657764,False
0,0.4560696516114741,False
0,0.4330897161783325,False
0,0.47368592846150576,False
0,0.4394035439020861,False
0,0.4422810833182519,False
0,0.4128931741272005,False
0,0.4117018282930115,False
0,0.5697861828335289,False
0,0.49086178176178275,False
0,0.4901239177407252,False
0,0.4578071817732322,False
0,0.42221909677764097,False
0,0.531909937226096,False
0,0.45088549687077045,False
